transcript.symbol	baseMean	log2FoldChange	padj
ENST00000450366.6	LANCL1-207	4.53484057733183	-0.2374806256	0
ENST00000451266.1	LINC01923-202	0.853987264588157	-0.2984623836	0
ENST00000452113.5	GRID2IP-202	0.550328302351595	-0.2550398303	0
ENST00000453258.6	ENTPD1-205	3.28921898908374	-0.2524183502	0
ENST00000453988.1	LINC01160-203	1.37936957142358	-0.3381757097	0
ENST00000454358.6	NDUFAF6-204	2.59251004905316	0.2214056553	0
ENST00000455677.1	RAD50-206	1.39155572812937	0.2678110568	0
ENST00000456105.2	AC098934.2-201	0.601638980052437	-0.236425186	0
ENST00000456118.1	AL450345.1-201	1.19667864500662	0.2409863013	0
ENST00000456248.1	LINC01923-203	0.136353957791294	0.2547180496	0
ENST00000457008.6	ERN2-202	0.119287389342622	-0.346760544	0
ENST00000459637.2	COX7A2-204	6.70503604167782	-0.2816328208	0
ENST00000460006.5	CDS2-203	4.62456640016314	-0.3504366388	0
ENST00000460675.5	COMMD6-206	5.76258290653753	0.3274530482	0
ENST00000460702.1	MEI1-204	0.615798253567442	-0.2300510506	0
ENST00000460985.1	COX7A2-205	5.75484748037878	0.2429292443	0
ENST00000461393.5	HTD2-201	1.79910211882676	-0.2200630743	0
ENST00000461690.5	RPL21-205	8.04120861164105	-0.3294151673	0
ENST00000462431.1	IL12A-AS1-201	0.537033406756228	-0.4885517945	0
ENST00000463154.5	NAA20-204	4.85483477782806	-0.4555405534	0
ENST00000463559.1	AC004801.2-202	0.699834071642583	0.2279026426	0
ENST00000463900.5	AUP1-204	5.54870218676952	-0.2059560104	0
ENST00000464196.5	EIF1AY-203	0.325402315712727	-0.3254883811	2e-10
ENST00000464938.1	NUCKS1-202	4.35461229986157	0.2254054142	0
ENST00000465271.5	CNIH4-205	2.79359965963155	-0.2050382318	0
ENST00000467029.5	MINOS1-203	5.7819265683094	-0.3819160837	0
ENST00000467314.1	HOXB7-202	0.518189210358935	-0.3482593902	0
ENST00000467375.2	RHBG-202	0.422571065859989	-0.2313666426	0
ENST00000467797.1	PTRHD1-202	4.22000663184661	0.2109568978	0
ENST00000468005.1	IGF2BP3-206	0.18011598775767	-0.2694498597	0
ENST00000468202.1	AC004801.2-201	1.12302020746897	-0.2279026426	0
ENST00000468661.1	DNAH6-203	0.295807600232832	0.3168155384	0
ENST00000468734.1	KLHL6-202	0.500561278837704	0.201493959	0
ENST00000469840.1	SGO2-205	1.1126754024133	-0.3366303468	0
ENST00000469956.1	LCK-209	0.334448268690737	-0.2850908325	0
ENST00000469971.5	TMEM182-206	2.36048973001587	-0.2123228896	0
ENST00000470450.5	CCT8-204	5.56057922968182	-0.2372852657	0
ENST00000470733.1	NRM-206	3.09573298875696	-0.2265966836	0
ENST00000471487.5	ADGRF1-206	0.0775502591268277	0.2481907632	0
ENST00000471529.6	POU5F1-204	0.513506278408946	-0.2830720614	0
ENST00000472229.1	MRPS18B-207	4.49901826703065	-0.3281372635	0
ENST00000473624.1	CELSR1-204	1.10633966013241	0.2086257588	0
ENST00000474320.1	DNAJC15-202	2.11014054358333	0.2826779819	0
ENST00000475035.5	SNRPE-205	6.26364487397033	-0.3350343359	0
ENST00000475199.1	SYTL1-203	0.352672967338652	-0.2209759501	0
ENST00000475243.5	VAPB-204	3.8145928551273	-0.2465342055	0
ENST00000475836.5	RPL22L1-204	4.92471324630262	-0.2125403769	0
ENST00000476494.1	CLDN4-205	0.419853692900268	-0.4022130361	0
ENST00000476784.5	TTC3-215	5.29869961538812	0.2240775216	0
ENST00000477641.1	RSPH10B-205	0.400653152948711	-0.2024536393	0
ENST00000477771.5	ADGRF1-209	0.146051671008715	-0.2253863151	0
ENST00000478791.1	DPPA4-205	0.468966117595895	-0.2254366231	0
ENST00000479663.2	LY9-208	0.11078603761869	-0.2445868419	0
ENST00000480550.1	NAA20-205	3.57595366863355	0.2796643671	0
ENST00000481195.5	PPP2CA-203	5.58072036735006	-0.2079861086	0
ENST00000481439.1	SETDB2-204	1.51189338836072	-0.2197649453	0
ENST00000481617.6	TBC1D8B-206	1.32370211745297	-0.2402681606	0
ENST00000481972.5	HTD2-206	1.08567401760075	0.2911659541	0
ENST00000482111.1	EIF1-205	7.20992837754066	-0.2298811192	0
ENST00000482151.1	KIF5C-205	3.80983531588644	0.2087884632	0
ENST00000482504.1	SH3GLB1-202	4.14786362581211	0.2176367948	0
ENST00000482594.2	RPS10P7-202	0.541711043781337	0.3870515417	0
ENST00000485253.1	CRYBG3-202	1.78721958828587	0.2135023107	0
ENST00000485362.1	MINOS1-206	5.22872894954474	0.4087843834	0
ENST00000487831.2	MDN1-204	3.13997883414542	0.2145614834	0
ENST00000488282.1	POLQ-203	0.499576913713502	-0.3175328186	0
ENST00000488477.2	KCNE4-202	1.70627424818219	-0.2865117634	0
ENST00000489060.1	TMEM45A-207	2.27999857894386	-0.2819555753	0
ENST00000490113.1	RFK-206	2.55395000026761	-0.253442745	0
ENST00000490750.1	RPLP0P2-204	0.456134806309267	0.5471813994	0
ENST00000490797.1	TRPM8-214	0.296400483990863	-0.3670139359	0
ENST00000490969.5	SNAPC3-206	2.65413502477902	0.2535135526	0
ENST00000491809.1	SPATA17-204	1.3977759931529	-0.2850572813	0
ENST00000493176.1	AKR7L-204	0.723663179325151	-0.2111665163	0
ENST00000493254.1	CYSLTR1-202	0.992799311720211	-0.22505064	0
ENST00000493293.5	LAMC2-204	0.0991360566156331	-0.3186683593	0
ENST00000493690.1	LRMDA-207	2.23978537159751	-0.2988950796	0
ENST00000495018.1	MFSD2B-205	0.498031180900096	-0.2784092938	0
ENST00000495688.5	PTPN7-217	1.26249267449094	0.2204418149	0
ENST00000496152.1	NDUFAF3-206	4.81891525270286	-0.236027497	0
ENST00000496593.5	RPLP0P2-206	0.500609731588105	-0.5441024972	0
ENST00000496621.1	ABCC2-203	0.329557696768156	-0.2842255659	0
ENST00000496686.1	COL15A1-204	0.791266096411623	-0.2059915641	0
ENST00000497413.1	PHPT1-206	5.98205327862039	-0.2055537286	0
ENST00000497452.5	IL12A-AS1-203	0.140252350217863	0.2541128568	0
ENST00000497931.5	ARMCX6-206	4.81593300724567	0.2223158	0
ENST00000498017.1	ELF3-210	0.290872644210967	-0.2978230413	0
ENST00000498614.5	COL6A1-206	5.5104982548283	0.2168718207	0
ENST00000500320.7	IYD-208	0.0780407502548342	-0.2147342437	0
ENST00000502346.1	TMEM167A-201	5.29337670790728	-0.2270020208	0
ENST00000502772.1	PLA2G12A-203	2.60834465796608	0.2220522748	0
ENST00000503303.1	CANX-207	6.41910137542321	0.2555108057	0
ENST00000503945.2	MED28-203	3.43723125129744	0.210866654	0
ENST00000504402.1	LINC02447-203	0.749404567237858	0.2225992463	0
ENST00000504830.5	ADAMTS12-203	0.753571547376743	0.2863712582	0
ENST00000505730.1	RNF212-207	0.700529601103499	-0.3144934326	0
ENST00000505970.2	ANKRD55-204	0.641038266917529	-0.2695679671	0
ENST00000506314.1	LEF1-AS1-202	0.415370267601787	-0.4166003025	0
ENST00000506603.5	CMYA5-203	1.53929141585425	0.2431103564	0
ENST00000507603.1	EREG-203	0.491880189101214	-0.3016233475	0
ENST00000507869.5	AC098864.1-202	0.289970147332519	-0.2310836488	0
ENST00000508111.5	LINC01091-201	0.563451721239288	0.2131459655	1.05e-08
ENST00000509698.5	COX7A2-208	6.82346194573049	-0.2046361184	0
ENST00000510033.2	SLC34A2-205	0.258464184526764	-0.2457926403	0
ENST00000511984.5	ATG12-209	3.15946953709024	0.2008065189	0
ENST00000513490.1	PDZD2-209	2.33029239629302	0.2011237488	0
ENST00000514064.1	ODAPH-204	0.623800915489705	-0.2037919729	2.04e-08
ENST00000514176.5	NCAPG-205	1.56706740046589	0.2460416953	0
ENST00000515401.1	ADAMTS12-206	1.01631264447245	-0.2926637545	0
ENST00000515665.1	IL7R-210	0.863635219812263	-0.3525273359	0
ENST00000517352.1	TNFRSF11B-202	0.466284810064386	-0.2797253632	0
ENST00000518152.1	LACTB2-AS1-202	1.13976834305581	-0.3765906487	0
ENST00000518553.1	LACTB2-AS1-203	0.55720587559458	0.2851252371	0
ENST00000518578.5	MAP3K15-204	0.176850144935141	-0.2751400975	0
ENST00000519039.1	NACA4P-202	0.145961212160961	0.3325313752	0
ENST00000519664.1	SYNPO-204	3.48166601082456	-0.3300913621	0
ENST00000520030.5	XKR9-203	0.116273927887201	0.2222231502	0
ENST00000520987.1	FBXO43-203	0.2888561893212	-0.3562770388	0
ENST00000521564.1	ATP6V0D2-202	0.205495156816946	-0.2028979541	0
ENST00000522380.2	RANBP17-216	0.814247270501967	0.2582977756	0
ENST00000522546.1	COL22A1-207	1.73584873064692	0.232746343	0
ENST00000522591.1	LY6K-205	0.595686335884251	-0.2183997809	0
ENST00000523248.1	PDGFRL-202	0.659727466099506	-0.2020141865	0
ENST00000523301.1	LINC02202-203	1.11500280945871	0.2306192456	0
ENST00000524681.1	CTSW-202	0.659095898835062	-0.2051722134	0
ENST00000525634.5	RPS13-202	9.38595303975282	0.2890248186	0
ENST00000526150.1	COLCA1-202	0.445989680792978	0.2422343572	0
ENST00000526284.5	TSSC2-202	1.2768405588589	-0.2760031127	0
ENST00000526429.1	C6orf141-205	1.5732650795488	0.2256617338	0
ENST00000526706.1	AC107884.1-209	1.11208311928386	-0.2295570206	0
ENST00000526721.2	OR7E14P-201	0.513352955923332	0.2101797548	0
ENST00000526772.5	CTNND1-214	4.27374239018983	0.208143848	0
ENST00000526913.5	KNL1-203	0.997402525041947	0.2287732604	0
ENST00000527240.1	TRPC6-205	0.428229172892619	-0.2626243554	0
ENST00000527673.1	RPS25-202	9.21505469940097	0.2841819879	0
ENST00000527780.5	NAPSB-202	2.55578548801578	0.2125973924	0
ENST00000527992.5	SLC37A4-210	3.17223534582114	0.2535633074	0
ENST00000528349.5	SAA2-204	0.62831178938007	-0.5913481385	0
ENST00000528733.1	DRD4-202	1.41748726229826	-0.2652524293	0
ENST00000529045.1	PTPN22-208	0.33312788052292	-0.2943962057	0
ENST00000529408.1	LRRIQ1-206	0.2497320537173	-0.3677177946	0
ENST00000529578.5	MYO18A-205	3.74712201835747	0.238789607	0
ENST00000530217.2	NPIPA7-202	2.00930445481058	-0.2716199309	0
ENST00000530537.1	DIS3L-206	2.80383462116161	0.2261598031	0
ENST00000530691.5	MICAL2-221	1.56576904786462	0.2402852799	0
ENST00000532567.5	RPS25-206	8.60336337101551	-0.2897602959	0
ENST00000532629.1	WDR78-212	1.20665000933726	-0.2290266056	0
ENST00000533063.5	GSDMD-212	1.5664753145684	-0.2104761686	0
ENST00000533398.5	VAV3-215	0.649182396024734	-0.3464658796	0
ENST00000533466.1	KIF18A-204	0.329291493523351	-0.2499447448	0
ENST00000535170.5	ZKSCAN1-205	2.7608722274624	0.2249417575	0
ENST00000536003.5	PAAF1-207	3.64118033318687	-0.2187417427	0
ENST00000536545.5	HMGA2-206	0.10387342614686	-0.433510455	0
ENST00000536554.5	TOM1L1-203	1.7386067333886	0.2196935745	0
ENST00000536626.7	BFSP1-205	0.363749257919879	-0.2282511849	1.18e-08
ENST00000537328.5	TMEM258-204	6.92574683581224	0.2579252184	0
ENST00000540021.5	MSH6-210	2.37489496525216	0.2037270776	0
ENST00000540220.5	TMSB15B-204	3.16482521077371	0.2141164341	0
ENST00000541509.5	PIP5K1B-208	0.743893734938604	0.2036633826	0
ENST00000541549.2	EIF3A-203	4.67355832804804	-0.2217777123	0
ENST00000542035.2	SENP8-202	1.23120817706139	0.2011372484	0
ENST00000542233.1	CABP4-205	0.726999090752182	-0.260586113	0
ENST00000542364.1	MORN3-203	1.16909652695547	0.2141291299	0
ENST00000542705.1	CD163-211	2.18635345278094	-0.2687910046	0
ENST00000544049.2	KCNJ3-203	0.724758924690701	0.2091365479	0
ENST00000544125.1	MDM2-231	5.32082660395911	0.2228264272	0
ENST00000544748.5	NR5A2-206	0.457978271613943	0.2827193441	0
ENST00000545638.2	NCKAP1L-202	2.73366323549977	0.2392500173	0
ENST00000546576.1	TPH2-202	0.537782690333647	0.2790306179	0
ENST00000546862.5	NACA-206	7.94080067227279	-0.2242548102	0
ENST00000547348.5	TPH2-204	0.443887229434104	-0.2188984797	0
ENST00000547801.1	SLC16A7-204	0.518639525113869	0.291869988	0
ENST00000548360.1	AC073896.1-203	2.66796256650905	-0.2342678373	0
ENST00000548882.5	MMP19-207	0.666602102317029	-0.2493487287	0
ENST00000549098.5	RPLP0-214	9.72379385435027	-0.3919617422	0
ENST00000549141.1	HECTD4-209	3.37460489028044	0.225847149	0
ENST00000549198.1	KRT8-212	0.621037508490947	-0.3587906898	0
ENST00000549262.6	C12orf77-202	0.560757897292231	-0.2228017233	0
ENST00000549318.5	AC073896.1-201	2.50910740971997	0.2027174529	0
ENST00000549370.5	RPL18-206	8.13783601908557	-0.2686905571	0
ENST00000549775.5	RNASEK-C17orf49-203	0.84157711647027	-0.2509251226	0
ENST00000550083.1	AVIL-208	3.18356068046101	-0.2437205256	0
ENST00000550538.5	AC106782.1-201	1.26843103020754	0.2226954589	0
ENST00000550843.1	ZNF321P-202	0.444876916989875	0.3130060804	0
ENST00000550977.2	CFAP54-203	1.58634718332431	-0.2506038267	0
ENST00000552516.5	TGFBR1-209	2.99306892009283	-0.2044908341	0
ENST00000552669.5	FAIM2-206	4.02176683608684	0.205909236	0
ENST00000553023.1	AMDHD1-204	2.13988345392493	-0.2008707304	0
ENST00000553630.1	CALM1-206	6.2297776005512	0.2069555707	0
ENST00000554173.1	SERPINA10-203	0.247779925553649	0.3071766893	0
ENST00000555310.1	NID2-204	1.42782148400494	0.2329413439	0
ENST00000555772.1	LINC01579-204	3.83278821633109	0.3983919098	0
ENST00000556788.1	ARMH4-205	3.59178105936994	-0.2767599107	0
ENST00000557481.6	LINC01579-207	0.305658354053621	-0.2289770444	0
ENST00000557556.1	ACOT1-202	0.973830060545899	-0.2217043481	0
ENST00000558015.1	ADAMTS7P4-201	0.8452297400611	0.2962528503	0
ENST00000558365.1	ADAMTS7P4-202	1.37188019455162	-0.3556853042	0
ENST00000558673.1	KLF13-204	3.6718387402499	0.2273203952	0
ENST00000558720.5	SRP14-204	6.26303741109903	0.2031129465	0
ENST00000559519.5	PCLAF-207	2.9376651051696	0.2122771396	0
ENST00000559702.1	IQCH-AS1-204	1.5667733859121	-0.4114097493	0
ENST00000559706.1	GTF2A2-210	4.37666407135914	-0.2357719378	0
ENST00000559977.1	AC066613.1-201	0.710074835498331	0.2256715457	0
ENST00000560282.1	SPATA41-202	0.352143768014166	0.2710689644	0
ENST00000560647.5	AC025580.2-203	0.142507910783862	0.2315837931	0
ENST00000560727.5	AC066613.1-202	1.21802160637614	-0.2326604428	0
ENST00000561232.5	IQCH-AS1-205	1.12705120917456	0.2609281277	0
ENST00000561457.2	TMEM250-205	3.16594052803447	-0.2872298192	0
ENST00000562020.1	ITGAL-204	0.635938177488404	-0.2143648587	0
ENST00000562298.1	VPS9D1-AS1-201	0.656515656589695	-0.2489557824	0
ENST00000562526.5	HP-207	1.04408904857477	-0.207299429	0.0011422265
ENST00000562562.1	ERN2-205	0.108818235636472	0.2538639318	0
ENST00000562866.1	VPS9D1-AS1-202	1.1238575907238	0.2489557824	0
ENST00000563312.5	AC009119.2-202	0.453925690007931	0.2137239796	0
ENST00000563614.1	DCTN5-203	3.31291764703849	0.2477248625	0
ENST00000563871.5	OTOA-206	0.121615331044478	-0.2690055841	0
ENST00000564026.1	HIRIP3-204	4.01298685209427	0.2179445888	0
ENST00000565525.1	BOLA2B-202	5.26011583526228	0.2513077066	0
ENST00000565616.1	ATF7IP2-213	0.542282927817312	-0.2366074836	0
ENST00000566295.1	KCTD19-206	0.494291521836904	-0.3654821263	0
ENST00000566309.2	AC009119.2-203	1.1450859251185	-0.2793090918	0
ENST00000566613.1	GDPD3-205	1.03704788424521	-0.2596776746	0
ENST00000566821.1	HP-211	0.192640091352772	-0.2007176982	0
ENST00000567272.1	PRELID1P1-202	1.28239513037198	0.2420591718	0
ENST00000567494.5	DNASE1L2-204	1.24346311617697	-0.2060907408	1e-10
ENST00000567520.5	SLX1A-SULT1A3-204	1.14553783279671	0.205464777	0
ENST00000568057.1	AC109460.2-202	1.33491583619759	0.2208974242	0
ENST00000568293.1	MT1E-203	6.35509490268527	-0.2992224666	0
ENST00000568365.1	SIRPB1-213	0.499798589550722	-0.2042186545	0
ENST00000569282.1	BOLA2B-204	4.95115746198488	-0.2523474394	0
ENST00000569908.1	PWRN1-212	0.212285331296735	0.2830481742	0
ENST00000569974.1	AC109460.2-201	1.27866644737514	-0.2208974242	0
ENST00000573066.1	MYCBPAP-213	0.890844929761452	-0.2180438921	0
ENST00000576948.5	AC092821.3-206	0.651033393693933	0.2095345802	0
ENST00000577027.1	TMEM105-205	0.651120611843889	-0.2233346268	0
ENST00000578613.5	LINC00908-202	0.441964863780744	0.3329751036	0
ENST00000579446.1	RPL36-204	7.98856433280321	-0.2144712393	0
ENST00000579512.2	HIST2H4B-201	2.33578342817288	0.2090497971	0
ENST00000580101.1	ESCO1-203	2.52794408195508	-0.2798273873	0
ENST00000580186.1	TMEM220-204	1.31318021362278	0.2812264014	0
ENST00000580201.1	PIGL-211	2.76077528735162	-0.2518830942	0
ENST00000581011.5	AC079062.1-202	0.100239540828417	-0.2325500349	0
ENST00000582452.1	LINC00908-203	1.14787458513118	-0.5055595468	0
ENST00000584597.1	AC005821.1-201	0.545149528073494	-0.2709444223	0
ENST00000584699.5	TEX14-206	0.46487340593442	0.2016242004	0
ENST00000585172.2	BX571818.1-203	1.65202930931886	0.2223266882	0
ENST00000585498.1	AC011447.3-204	1.79234595576171	-0.2581389204	0
ENST00000586349.5	AC024592.3-202	1.42948640709205	0.2052244859	0
ENST00000586894.1	AC008686.1-201	0.695692329063993	0.2497608586	0
ENST00000588354.1	ZNF585A-205	2.98468814024268	0.2236634337	0
ENST00000588468.1	CNN1-207	0.80276021248514	-0.2600933742	0
ENST00000589154.1	COX7A1-204	3.24907922575191	-0.2664696472	0
ENST00000589953.1	WDR62-206	0.633366177210266	-0.2126181918	0
ENST00000590465.5	SLC7A9-205	0.245264801032134	-0.2216947484	0
ENST00000591004.1	SMIM22-208	0.264470809837415	0.2203404987	0
ENST00000591322.1	GIPR-207	0.567259745191437	-0.2637676226	0
ENST00000591539.1	ZNF555-203	1.41400627110965	0.2014202643	0
ENST00000591826.1	AC008686.1-203	1.27354071800467	-0.2757859975	0
ENST00000592091.5	AC024592.3-201	0.81276221284065	-0.2139380692	0
ENST00000592225.1	MAP4K1-213	1.54235606056493	-0.2613330343	0
ENST00000592540.5	SPC24-206	2.55843025729873	-0.2155509472	0
ENST00000592641.5	ANGPTL6-204	0.590807286944731	-0.2085431558	1e-10
ENST00000592967.5	SPC24-207	1.98088074820602	0.2878142075	0
ENST00000593029.1	UQCR11-204	6.12545082588548	-0.4095030589	0
ENST00000593264.5	UQCR11-205	6.6283080090664	0.5727558567	0
ENST00000594764.5	RGPD4-AS1-204	0.51101778455884	-0.2233060827	0
ENST00000595268.3	AC010127.1-205	0.653957176936906	-0.2650514256	0
ENST00000595460.1	PTGIR-203	0.345409301549336	-0.2799153718	0
ENST00000595464.2	C5AR2-201	0.799931706636816	-0.2099549355	0
ENST00000596203.1	LINC00664-201	0.50134079330677	-0.2444616763	0
ENST00000597037.1	ZNF724-202	0.492647803609149	-0.2115516876	0
ENST00000598676.1	ZNF428-203	6.2506981663214	-0.2069874737	0
ENST00000598953.1	FPR2-203	0.498814108239616	0.2178001971	0
ENST00000599078.1	LINC00664-203	0.397994594637471	0.2229441123	0
ENST00000599326.1	FPR2-204	0.415212534941077	-0.4804746341	0
ENST00000600335.5	ZNF20-208	0.916600180307281	-0.257289091	0
ENST00000600626.1	C5AR2-202	0.418450831040316	0.2099549355	0
ENST00000600873.5	HNRNPL-210	6.75235494162177	0.2306048717	0
ENST00000601419.5	SELENOW-213	6.52950816202929	-0.2763255603	0
ENST00000601937.5	SELENOW-214	7.47961998898401	0.2288104824	0
ENST00000602007.5	STAP2-210	1.00780138195207	-0.2386150741	0
ENST00000602367.2	AL109918.1-202	1.64256745640171	-0.2114086579	0
ENST00000602569.1	IFITM2-205	4.64107858377037	0.2115400783	0
ENST00000603829.1	AC010326.4-202	1.57293616878293	0.3068793047	0
ENST00000604604.1	MORC4-204	2.98123594037347	-0.2956293159	0
ENST00000604665.1	AC010326.4-201	2.0479200373914	-0.3068793047	0
ENST00000605741.1	AL450345.1-202	0.608972156462057	-0.2409863013	0
ENST00000605895.5	RER1-209	5.31497654514728	-0.2723224533	0
ENST00000607215.1	AL590999.1-202	1.32625729096314	-0.2219139541	0
ENST00000607437.3	LINC01320-209	0.332566513784863	-0.2254821014	0
ENST00000607544.1	SRRM5-202	0.449150463451311	0.2306275459	0
ENST00000607654.1	AC009502.1-201	0.548311231624827	-0.235123786	0
ENST00000608018.5	LSP1P4-203	1.61148706588686	0.2389790587	0
ENST00000608166.2	GLRX2-204	3.18601233723404	-0.3492080117	0
ENST00000608172.1	LINC01285-202	0.275082073078527	0.2372942887	0
ENST00000608612.1	AC010913.1-201	0.875475769851079	0.2089884024	0
ENST00000609497.5	AC004982.2-201	1.86134459972049	-0.2322524362	0
ENST00000609686.3	GRIN2B-201	0.802878340585346	-0.2035067357	1.14107e-05
ENST00000610020.1	RPAP2-203	1.66675924190279	-0.2487380154	0
ENST00000610134.1	AC010913.1-202	0.424207424086728	-0.2089884024	0
ENST00000610403.4	RRBP1-210	3.50297853779536	0.239092632	0
ENST00000612061.1	HIST2H4B-202	2.48856160753975	-0.2041562527	0
ENST00000612905.1	JRK-209	2.01446540378524	-0.2836932262	0
ENST00000613508.4	CBWD1-222	1.721141028123	0.2400177241	0
ENST00000613688.1	DARS-AS1-224	1.52779604735021	-0.3342371884	0
ENST00000613872.1	TRIM72-202	0.0478926214374341	0.2592864835	0
ENST00000614134.1	JRK-210	1.17068030206962	0.2670725766	0
ENST00000614303.3	LINC01206-215	0.290407891522182	-0.2196561688	0
ENST00000614386.1	GTF2IRD2-205	2.79329395891428	0.203163111	0
ENST00000614691.1	METTL7B-202	3.13866117628241	-0.2932392194	0
ENST00000614859.4	C1orf158-203	1.03585842968456	-0.2411013268	0
ENST00000616064.1	ANXA2R-202	2.18933322076254	0.2241592231	0
ENST00000616615.4	DMC1-207	0.228640098644949	-0.2260796649	0
ENST00000617718.4	CLEC11A-203	1.14869483665477	-0.2246038382	0
ENST00000618810.4	INTS12-211	2.49146857563034	-0.2850241807	0
ENST00000619236.1	PLP1-221	7.69790951425039	0.2035720998	0
ENST00000620384.1	FAM111B-206	1.02514404916473	0.2278206115	0
ENST00000620864.1	COLCA1-205	0.669148207016169	-0.2449913118	0
ENST00000621197.4	GOLGA6L10-209	0.284096283430902	0.2053893701	5.4e-09
ENST00000621325.1	LIME1-210	2.50519324690387	-0.2085478402	0
ENST00000622333.1	ESCO1-204	2.05231269421953	0.2086760473	0
ENST00000622546.1	ADGRD2-204	0.431492254829393	-0.2483833019	0
ENST00000622604.4	SMIM25-205	0.115587553414398	-0.2500728037	0
ENST00000623374.1	FP236241.1-201	0.565423452557798	-0.250398094	0
ENST00000623496.1	AC007326.5-203	5.01634002335585	-0.3332614489	0
ENST00000625497.2	AC008013.1-203	0.633720318344883	-0.2242365958	0
ENST00000625713.2	ARRDC3-AS1-201	0.423017316588247	-0.2080230771	0
ENST00000626055.2	ADH5-213	4.44458301709999	0.2099234715	0
ENST00000626230.2	LINC00836-202	2.25581714008787	-0.2030292403	0
ENST00000626319.2	CTSLP2-202	0.792099631839018	0.2271984979	0
ENST00000628708.1	CTSLP2-203	1.21481567412734	-0.2318537903	0
ENST00000629247.1	AC245100.8-202	2.33633058108308	-0.2181883186	0.0066641358
ENST00000630369.2	THEMIS-206	0.109239399210642	-0.2146507276	0
ENST00000630823.2	ARRDC3-AS1-203	0.443957674804093	0.2201021457	0
ENST00000632757.1	AC068733.3-202	0.341854302517114	0.3030973791	0
ENST00000633556.1	CRYBG1-204	0.236081986958429	-0.3004952692	0
ENST00000635200.1	AL031777.3-203	0.376493399071409	0.2598024186	0
ENST00000635817.2	EFCAB3-205	0.632215418273454	-0.2111779762	0
ENST00000636678.1	AL807742.1-201	0.312429432493481	-0.2606657683	0
ENST00000636791.1	GAPDHP72-202	0.192993892070388	-0.658153945	0
ENST00000637843.1	AL807742.1-205	0.203267470658141	0.2105031799	0
ENST00000638287.1	AC007326.5-202	3.56018878611469	0.3175554295	0
ENST00000638752.1	AC245100.8-201	3.14059863837927	0.2181883186	0.0066641358
ENST00000639841.1	NECAP1-220	3.07289117842133	0.2022956021	0
ENST00000639899.1	AC116366.3-203	0.492539577187432	-0.217577037	0
ENST00000640010.1	AL513283.1-203	0.571608119469955	-0.2430871086	0
ENST00000640821.2	ARL9-202	0.671576970917974	-0.4268139831	0
ENST00000641433.1	MIR193BHG-211	1.13173431292048	-0.2393353353	0
ENST00000641679.1	AL645728.2-202	1.69100953478091	-0.2275871719	0
ENST00000641955.1	OVCH1-AS1-204	0.26028445277885	-0.2243760256	1e-10
ENST00000641974.1	AL645728.2-201	1.24271178954637	0.2275871719	0
ENST00000642653.1	UCK2-209	3.04031684344508	-0.2209756278	0
ENST00000643276.1	AC133644.3-201	0.819393372027301	0.3547021838	0
ENST00000644631.1	MORN2-207	3.09028740138415	0.2229327522	0
ENST00000645222.1	LHFPL5-203	0.477595434543833	0.2536773402	0
ENST00000645356.1	SOX9-202	5.66058058827631	0.2534953337	0
ENST00000645507.1	NMNAT3-219	2.13516755660203	-0.3551919056	0
ENST00000646001.1	FRRS1-205	0.698363729132219	0.3025775791	0
ENST00000646232.1	C15orf53-209	0.339617141348625	-0.2924623041	0
ENST00000646475.1	CCL20-205	0.648291729411249	-0.2815818682	0
ENST00000646677.1	NOD2-212	0.318329749496464	-0.2752583899	0
ENST00000646855.1	AC133644.3-202	1.21282916342671	-0.3547021838	0
ENST00000647456.1	C15orf53-210	0.319937920239634	0.2236119827	0
ENST00000647592.1	IGF2R-205	3.05993029606824	-0.2335837115	0
ENST00000647952.1	AL645929.2-201	0.684217051526657	0.2607419138	0
ENST00000648242.1	MKLN1-AS-207	1.4074447459505	-0.2315568656	0
ENST00000648261.1	AP001267.5-202	0.112451656950407	-0.2082122919	0
ENST00000648365.1	LINC00520-208	0.490121574812003	-0.5496262214	0
ENST00000648396.1	LINC02081-210	0.261853679653316	-0.3140012916	0
ENST00000648487.1	IL12RB2-207	0.314878423179376	-0.2747240228	0
ENST00000648544.1	STK17A-204	3.30541879872054	0.2099789084	0
ENST00000648777.1	PDK3-204	0.890659231066423	-0.232254179	0
ENST00000648912.1	OR7E14P-203	0.421583065943462	-0.2511334374	0
ENST00000649129.1	AC068733.3-201	0.763871271741456	-0.3030973791	0
ENST00000649163.1	DYRK3-206	0.832387106633944	-0.2166600281	0
ENST00000649288.1	PRR34-202	0.477727469745876	-0.3153888057	0
ENST00000649464.1	AP001267.5-201	0.317586545059819	0.2082122919	0
ENST00000649720.1	COL4A1-213	4.19263546043369	0.2250489071	0
ENST00000650020.1	LINC00520-211	0.190209106827541	0.2950002153	0
ENST00000650092.1	SBF2-AS1-207	0.971776147775358	-0.2938160346	0
ENST00000650149.1	LEPROTL1-209	3.67157838229337	-0.234969138	0
